administrative_area_level_2,date,confirmed,deaths,population
Oregon,2021-04-10,747,0,4217737
Oregon,2021-04-11,483,0,4217737
Oregon,2021-04-12,369,4,4217737
Oregon,2021-04-13,467,3,4217737
Oregon,2021-04-14,802,5,4217737
Oregon,2021-04-15,726,4,4217737
Oregon,2021-04-16,775,4,4217737
Oregon,2021-04-17,794,1,4217737
Oregon,2021-04-18,620,0,4217737
Oregon,2021-04-19,559,2,4217737
Oregon,2021-04-20,484,1,4217737
Oregon,2021-04-21,974,8,4217737
Oregon,2021-04-22,972,1,4217737
Oregon,2021-04-23,1014,9,4217737
Oregon,2021-04-24,806,3,4217737
Oregon,2021-04-25,770,1,4217737
Oregon,2021-04-26,713,4,4217737
Oregon,2021-04-27,627,1,4217737
Oregon,2021-04-28,920,4,4217737
Oregon,2021-04-29,870,1,4217737
Oregon,2021-04-30,1008,4,4217737
Oregon,2021-05-01,783,3,4217737
Oregon,2021-05-02,723,2,4217737
Oregon,2021-05-03,579,2,4217737
Oregon,2021-05-04,688,3,4217737
Oregon,2021-05-05,849,5,4217737
Oregon,2021-05-06,702,5,4217737
Oregon,2021-05-07,902,8,4217737
Oregon,2021-05-08,740,3,4217737
Oregon,2021-05-09,601,1,4217737
Oregon,2021-05-10,432,6,4217737
Oregon,2021-05-11,579,10,4217737
Oregon,2021-05-12,598,8,4217737
Oregon,2021-05-13,718,11,4217737
Oregon,2021-05-14,810,20,4217737
Oregon,2021-05-15,637,2,4217737
Oregon,2021-05-16,505,2,4217737
Oregon,2021-05-17,320,14,4217737
Oregon,2021-05-18,401,2,4217737
Oregon,2021-05-19,440,9,4217737
Oregon,2021-05-20,511,5,4217737
Oregon,2021-05-21,495,5,4217737
Oregon,2021-05-22,505,5,4217737
Oregon,2021-05-23,333,2,4217737
Oregon,2021-05-24,357,7,4217737
Oregon,2021-05-25,362,3,4217737
Oregon,2021-05-26,450,13,4217737
Oregon,2021-05-27,361,12,4217737
Oregon,2021-05-28,413,2,4217737
Oregon,2021-05-29,373,1,4217737
Oregon,2021-05-30,255,2,4217737
Oregon,2021-05-31,301,16,4217737
Oregon,2021-06-01,140,3,4217737
Oregon,2021-06-02,377,3,4217737
Oregon,2021-06-03,208,5,4217737
Oregon,2021-06-04,476,6,4217737
Oregon,2021-06-05,271,1,4217737
Oregon,2021-06-06,219,1,4217737
Oregon,2021-06-07,159,5,4217737
Oregon,2021-06-08,268,5,4217737
Oregon,2021-06-09,337,17,4217737
Oregon,2021-06-10,301,5,4217737
Oregon,2021-06-11,336,5,4217737
Oregon,2021-06-12,245,3,4217737
Oregon,2021-06-13,132,0,4217737
Oregon,2021-06-14,124,0,4217737
Oregon,2021-06-15,305,5,4217737
Oregon,2021-06-16,321,11,4217737
Oregon,2021-06-17,258,1,4217737
Oregon,2021-06-18,261,4,4217737
Oregon,2021-06-19,282,3,4217737
Oregon,2021-06-20,196,1,4217737
Oregon,2021-06-21,77,2,4217737
Oregon,2021-06-22,252,0,4217737
Oregon,2021-06-23,311,4,4217737
Oregon,2021-06-24,200,1,4217737
Oregon,2021-06-25,267,1,4217737
Oregon,2021-06-26,187,2,4217737
Oregon,2021-06-27,121,0,4217737
Oregon,2021-06-28,118,2,4217737
Oregon,2021-06-29,194,3,4217737
Oregon,2021-06-30,176,4,4217737
Oregon,2021-07-01,220,5,4217737
Oregon,2021-07-02,182,3,4217737
Oregon,2021-07-03,0,0,4217737
Oregon,2021-07-04,0,0,4217737
Oregon,2021-07-05,0,0,4217737
Oregon,2021-07-06,479,1,4217737
Oregon,2021-07-07,239,6,4217737
Oregon,2021-07-08,242,1,4217737
Oregon,2021-07-09,245,3,4217737
Oregon,2021-07-10,0,0,4217737
Oregon,2021-07-11,0,0,4217737
Oregon,2021-07-12,507,4,4217737
Oregon,2021-07-13,318,3,4217737
Oregon,2021-07-14,245,1,4217737
Oregon,2021-07-15,297,7,4217737
Oregon,2021-07-16,376,11,4217737
Oregon,2021-07-17,0,0,4217737
Oregon,2021-07-18,0,0,4217737
Oregon,2021-07-19,725,9,4217737
Oregon,2021-07-20,584,6,4217737
Oregon,2021-07-21,391,1,4217737
Oregon,2021-07-22,533,1,4217737
Oregon,2021-07-23,606,2,4217737
Oregon,2021-07-24,0,0,4217737
Oregon,2021-07-25,0,0,4217737
Oregon,2021-07-26,984,0,4217737
Oregon,2021-07-27,1022,5,4217737
Oregon,2021-07-28,815,6,4217737
Oregon,2021-07-29,999,6,4217737
Oregon,2021-07-30,1067,2,4217737
Oregon,2021-07-31,0,0,4217737
Oregon,2021-08-01,0,0,4217737
Oregon,2021-08-02,2044,4,4217737
Oregon,2021-08-03,1565,9,4217737
Oregon,2021-08-04,1183,5,4217737
Oregon,2021-08-05,1372,8,4217737
Oregon,2021-08-06,980,3,4217737
Oregon,2021-08-07,0,0,4217737
Oregon,2021-08-08,0,0,4217737
Oregon,2021-08-09,3204,14,4217737
Oregon,2021-08-10,2333,8,4217737
Oregon,2021-08-11,1957,7,4217737
Oregon,2021-08-12,2305,8,4217737
Oregon,2021-08-13,1765,6,4217737
Oregon,2021-08-14,0,0,4217737
Oregon,2021-08-15,0,0,4217737
Oregon,2021-08-16,4380,13,4217737
Oregon,2021-08-17,2915,15,4217737
Oregon,2021-08-18,2108,11,4217737
Oregon,2021-08-19,2969,19,4217737
Oregon,2021-08-20,2142,17,4217737
Oregon,2021-08-21,0,0,4217737
Oregon,2021-08-22,0,0,4217737
Oregon,2021-08-23,4667,23,4217737
Oregon,2021-08-24,2781,29,4217737
Oregon,2021-08-25,2739,18,4217737
Oregon,2021-08-26,2046,9,4217737
Oregon,2021-08-27,3191,18,4217737
Oregon,2021-08-28,0,0,4217737
Oregon,2021-08-29,0,0,4217737
Oregon,2021-08-30,5495,40,4217737
Oregon,2021-08-31,2391,41,4217737
Oregon,2021-09-01,2800,22,4217737
Oregon,2021-09-02,2426,24,4217737
Oregon,2021-09-03,2360,24,4217737
Oregon,2021-09-04,0,0,4217737
Oregon,2021-09-05,0,0,4217737
Oregon,2021-09-06,0,0,4217737
Oregon,2021-09-07,5776,54,4217737
Oregon,2021-09-08,2329,47,4217737
Oregon,2021-09-09,2414,20,4217737
Oregon,2021-09-10,2433,17,4217737
Oregon,2021-09-11,0,0,4217737
Oregon,2021-09-12,0,0,4217737
Oregon,2021-09-13,4679,32,4217737
Oregon,2021-09-14,2028,44,4217737
Oregon,2021-09-15,2028,43,4217737
Oregon,2021-09-16,2208,10,4217737
Oregon,2021-09-17,2073,21,4217737
Oregon,2021-09-18,0,0,4217737
Oregon,2021-09-19,0,0,4217737
Oregon,2021-09-20,3320,25,4217737
Oregon,2021-09-21,1680,30,4217737
Oregon,2021-09-22,2266,25,4217737
Oregon,2021-09-23,1808,12,4217737
Oregon,2021-09-24,2075,21,4217737
Oregon,2021-09-25,0,0,4217737
Oregon,2021-09-26,0,0,4217737
Oregon,2021-09-27,3581,27,4217737
Oregon,2021-09-28,1620,41,4217737
Oregon,2021-09-29,1993,21,4217737
Oregon,2021-09-30,1870,20,4217737
Oregon,2021-10-01,1655,24,4217737
Oregon,2021-10-02,0,0,4217737
Oregon,2021-10-03,0,0,4217737
Oregon,2021-10-04,3262,8,4217737
Oregon,2021-10-05,1627,44,4217737
Oregon,2021-10-06,1532,33,4217737
Oregon,2021-10-07,1426,59,4217737
Oregon,2021-10-08,1557,23,4217737
Oregon,2021-10-09,0,0,4217737
Oregon,2021-10-10,0,0,4217737
Oregon,2021-10-11,2880,20,4217737
Oregon,2021-10-12,1351,82,4217737
Oregon,2021-10-13,1136,33,4217737
Oregon,2021-10-14,1136,24,4217737
Oregon,2021-10-15,1150,20,4217737
Oregon,2021-10-16,0,0,4217737
Oregon,2021-10-17,0,0,4217737
Oregon,2021-10-18,3260,24,4217737
Oregon,2021-10-19,1342,41,4217737
Oregon,2021-10-20,1313,9,4217737
Oregon,2021-10-21,1380,40,4217737
Oregon,2021-10-22,1465,9,4217737
Oregon,2021-10-23,0,0,4217737
Oregon,2021-10-24,0,0,4217737
Oregon,2021-10-25,2207,11,4217737
Oregon,2021-10-26,1507,23,4217737
Oregon,2021-10-27,1321,16,4217737
Oregon,2021-10-28,1087,24,4217737
Oregon,2021-10-29,1405,14,4217737
Oregon,2021-10-30,0,0,4217737
Oregon,2021-10-31,0,0,4217737
Oregon,2021-11-01,2557,5,4217737
Oregon,2021-11-02,1086,28,4217737
Oregon,2021-11-03,1119,64,4217737
Oregon,2021-11-04,1186,74,4217737
Oregon,2021-11-05,1136,19,4217737
Oregon,2021-11-06,0,0,4217737
Oregon,2021-11-07,0,0,4217737
Oregon,2021-11-08,2116,58,4217737
Oregon,2021-11-09,1104,35,4217737
Oregon,2021-11-10,1015,75,4217737
Oregon,2021-11-11,0,0,4217737
Oregon,2021-11-12,1802,20,4217737
Oregon,2021-11-13,0,0,4217737
Oregon,2021-11-14,0,0,4217737
Oregon,2021-11-15,1917,53,4217737
Oregon,2021-11-16,775,52,4217737
Oregon,2021-11-17,976,18,4217737
Oregon,2021-11-18,1148,13,4217737
Oregon,2021-11-19,1072,28,4217737
Oregon,2021-11-20,0,0,4217737
Oregon,2021-11-21,0,0,4217737
Oregon,2021-11-22,1728,103,4217737
Oregon,2021-11-23,844,49,4217737
Oregon,2021-11-24,851,50,4217737
Oregon,2021-11-25,0,0,4217737
Oregon,2021-11-26,0,0,4217737
Oregon,2021-11-27,0,0,4217737
Oregon,2021-11-28,0,0,4217737
Oregon,2021-11-29,2581,26,4217737
Oregon,2021-11-30,1033,19,4217737
Oregon,2021-12-01,1098,25,4217737
Oregon,2021-12-02,1035,42,4217737
Oregon,2021-12-03,1337,15,4217737
Oregon,2021-12-04,0,0,4217737
Oregon,2021-12-05,0,0,4217737
Oregon,2021-12-06,1932,25,4217737
Oregon,2021-12-07,920,31,4217737
Oregon,2021-12-08,841,19,4217737
Oregon,2021-12-09,1099,38,4217737
Oregon,2021-12-10,827,25,4217737
Oregon,2021-12-11,0,0,4217737
Oregon,2021-12-12,0,0,4217737
Oregon,2021-12-13,1376,39,4217737
Oregon,2021-12-14,872,49,4217737
Oregon,2021-12-15,893,39,4217737
Oregon,2021-12-16,900,19,4217737
Oregon,2021-12-17,1063,4,4217737
Oregon,2021-12-18,0,0,4217737
Oregon,2021-12-19,0,0,4217737
Oregon,2021-12-20,1861,3,4217737
Oregon,2021-12-21,916,25,4217737
Oregon,2021-12-22,1163,31,4217737
Oregon,2021-12-23,1333,8,4217737
Oregon,2021-12-24,0,0,4217737
Oregon,2021-12-25,0,0,4217737
Oregon,2021-12-26,0,0,4217737
Oregon,2021-12-27,3575,25,4217737
Oregon,2021-12-28,1880,8,4217737
Oregon,2021-12-29,2313,9,4217737
Oregon,2021-12-30,2930,15,4217737
Oregon,2021-12-31,0,0,4217737
Oregon,2022-01-01,0,0,4217737
Oregon,2022-01-02,0,0,4217737
Oregon,2022-01-03,9668,11,4217737
Oregon,2022-01-04,4522,44,4217737
Oregon,2022-01-05,6195,9,4217737
Oregon,2022-01-06,7619,9,4217737
Oregon,2022-01-07,10433,33,4217737
Oregon,2022-01-08,0,0,4217737
Oregon,2022-01-09,0,0,4217737
Oregon,2022-01-10,18503,18,4217737
Oregon,2022-01-11,7999,35,4217737
Oregon,2022-01-12,8743,31,4217737
Oregon,2022-01-13,9786,25,4217737
Oregon,2022-01-14,8660,13,4217737
Oregon,2022-01-15,0,0,4217737
Oregon,2022-01-16,0,0,4217737
Oregon,2022-01-17,0,0,4217737
Oregon,2022-01-18,28024,9,4217737
Oregon,2022-01-19,8527,16,4217737
Oregon,2022-01-20,10018,8,4217737
Oregon,2022-01-21,10932,20,4217737
Oregon,2022-01-22,0,0,4217737
Oregon,2022-01-23,0,0,4217737
Oregon,2022-01-24,19378,17,4217737
Oregon,2022-01-25,6902,41,4217737
Oregon,2022-01-26,8191,54,4217737
Oregon,2022-01-27,7858,19,4217737
Oregon,2022-01-28,7432,19,4217737
Oregon,2022-01-29,0,0,4217737
Oregon,2022-01-30,0,0,4217737
Oregon,2022-01-31,13223,14,4217737
Oregon,2022-02-01,4947,24,4217737
Oregon,2022-02-02,5150,39,4217737
Oregon,2022-02-03,5416,18,4217737
Oregon,2022-02-04,4954,33,4217737
Oregon,2022-02-05,0,0,4217737
Oregon,2022-02-06,0,0,4217737
Oregon,2022-02-07,7907,30,4217737
Oregon,2022-02-08,3236,21,4217737
Oregon,2022-02-09,3297,57,4217737
Oregon,2022-02-10,3140,22,4217737
Oregon,2022-02-11,2577,11,4217737
Oregon,2022-02-12,0,0,4217737
Oregon,2022-02-13,0,0,4217737
Oregon,2022-02-14,4741,18,4217737
Oregon,2022-02-15,1611,20,4217737
Oregon,2022-02-16,1714,23,4217737
Oregon,2022-02-17,1845,28,4217737
Oregon,2022-02-18,1542,12,4217737
Oregon,2022-02-19,0,0,4217737
Oregon,2022-02-20,0,0,4217737
Oregon,2022-02-21,0,0,4217737
Oregon,2022-02-22,3372,29,4217737
Oregon,2022-02-23,1156,34,4217737
Oregon,2022-02-24,856,59,4217737
Oregon,2022-02-25,924,4,4217737
Oregon,2022-02-26,0,0,4217737
Oregon,2022-02-27,0,0,4217737
Oregon,2022-02-28,1668,40,4217737
Oregon,2022-03-01,720,26,4217737
Oregon,2022-03-02,674,4,4217737
Oregon,2022-03-03,680,34,4217737
Oregon,2022-03-04,714,23,4217737
Oregon,2022-03-05,0,0,4217737
Oregon,2022-03-06,0,0,4217737
Oregon,2022-03-07,1058,34,4217737
Oregon,2022-03-08,352,29,4217737
Oregon,2022-03-09,437,28,4217737
Oregon,2022-03-10,418,54,4217737
Oregon,2022-03-11,380,15,4217737
Oregon,2022-03-12,0,0,4217737
Oregon,2022-03-13,0,0,4217737
Oregon,2022-03-14,598,16,4217737
Oregon,2022-03-15,401,14,4217737
Oregon,2022-03-16,299,34,4217737
Oregon,2022-03-17,300,27,4217737
Oregon,2022-03-18,238,11,4217737
Oregon,2022-03-19,0,0,4217737
Oregon,2022-03-20,0,0,4217737
Oregon,2022-03-21,531,4,4217737
Oregon,2022-03-22,263,8,4217737
Oregon,2022-03-23,296,30,4217737
Oregon,2022-03-24,278,20,4217737
Oregon,2022-03-25,184,2,4217737
Oregon,2022-03-26,0,0,4217737
Oregon,2022-03-27,0,0,4217737
Oregon,2022-03-28,382,39,4217737
Oregon,2022-03-29,333,41,4217737
Oregon,2022-03-30,373,24,4217737
Oregon,2022-03-31,314,5,4217737
Oregon,2022-04-01,363,3,4217737
Oregon,2022-04-02,0,0,4217737
Oregon,2022-04-03,0,0,4217737
Oregon,2022-04-04,605,67,4217737
Oregon,2022-04-05,346,5,4217737
Oregon,2022-04-06,351,6,4217737
Oregon,2022-04-07,435,56,4217737
Oregon,2022-04-08,435,15,4217737
Oregon,2022-04-09,0,0,4217737
Oregon,2022-04-10,0,0,4217737
Oregon,2022-04-11,825,19,4217737
Oregon,2022-04-12,475,84,4217737
Oregon,2022-04-13,535,5,4217737
Oregon,2022-04-14,603,23,4217737
Oregon,2022-04-15,461,16,4217737
Oregon,2022-04-16,0,0,4217737
Oregon,2022-04-17,0,0,4217737
Oregon,2022-04-18,1514,12,4217737
Oregon,2022-04-19,727,6,4217737
Oregon,2022-04-20,859,7,4217737
Oregon,2022-04-21,932,10,4217737
Oregon,2022-04-22,728,0,4217737
Oregon,2022-04-23,0,0,4217737
Oregon,2022-04-24,0,0,4217737
Oregon,2022-04-25,2068,9,4217737
Oregon,2022-04-26,1091,1,4217737
Oregon,2022-04-27,1125,11,4217737
Oregon,2022-04-28,1227,3,4217737
Oregon,2022-04-29,1454,0,4217737
Oregon,2022-04-30,0,0,4217737
Oregon,2022-05-01,0,0,4217737
Oregon,2022-05-02,2025,3,4217737
Oregon,2022-05-03,1814,6,4217737
Oregon,2022-05-04,1462,8,4217737
Oregon,2022-05-05,1723,1,4217737
Oregon,2022-05-06,1078,8,4217737
Oregon,2022-05-07,0,0,4217737
Oregon,2022-05-08,0,0,4217737
Oregon,2022-05-09,2969,13,4217737
Oregon,2022-05-10,1632,5,4217737
Oregon,2022-05-11,1450,2,4217737
Oregon,2022-05-12,1722,8,4217737
Oregon,2022-05-13,1644,4,4217737
Oregon,2022-05-14,0,0,4217737
Oregon,2022-05-15,0,0,4217737
Oregon,2022-05-16,2950,3,4217737
Oregon,2022-05-17,2001,4,4217737
Oregon,2022-05-18,1942,1,4217737
Oregon,2022-05-19,1619,12,4217737
Oregon,2022-05-20,2380,6,4217737
Oregon,2022-05-21,0,0,4217737
Oregon,2022-05-22,0,0,4217737
Oregon,2022-05-23,3854,5,4217737
Oregon,2022-05-24,1791,7,4217737
Oregon,2022-05-25,1843,9,4217737
Oregon,2022-05-26,1669,3,4217737
Oregon,2022-05-27,1925,1,4217737
Oregon,2022-05-28,0,0,4217737
Oregon,2022-05-29,0,0,4217737
Oregon,2022-05-30,0,0,4217737
Oregon,2022-05-31,4645,24,4217737
Oregon,2022-06-01,1837,4,4217737
Oregon,2022-06-02,1795,5,4217737
Oregon,2022-06-03,1113,13,4217737
Oregon,2022-06-04,0,0,4217737
Oregon,2022-06-05,0,0,4217737
Oregon,2022-06-06,4232,2,4217737
Oregon,2022-06-07,1813,20,4217737
Oregon,2022-06-08,1461,4,4217737
Oregon,2022-06-09,2284,4,4217737
Oregon,2022-06-10,1144,6,4217737
Oregon,2022-06-11,0,0,4217737
Oregon,2022-06-12,0,0,4217737
Oregon,2022-06-13,3904,14,4217737
Oregon,2022-06-14,1577,1,4217737
Oregon,2022-06-15,1519,13,4217737
Oregon,2022-06-16,1570,0,4217737
Oregon,2022-06-17,1583,6,4217737
Oregon,2022-06-18,0,0,4217737
Oregon,2022-06-19,0,0,4217737
Oregon,2022-06-20,0,0,4217737
Oregon,2022-06-21,4272,2,4217737
Oregon,2022-06-22,2500,15,4217737
Oregon,2022-06-23,2352,20,4217737
Oregon,2022-06-24,1752,19,4217737
Oregon,2022-06-25,0,0,4217737
Oregon,2022-06-26,0,0,4217737
Oregon,2022-06-27,3821,8,4217737
Oregon,2022-06-28,1912,13,4217737
Oregon,2022-06-29,1938,3,4217737
Oregon,2022-06-30,1865,6,4217737
Oregon,2022-07-01,1358,5,4217737
Oregon,2022-07-02,0,0,4217737
Oregon,2022-07-03,0,0,4217737
Oregon,2022-07-04,0,0,4217737
Oregon,2022-07-05,4789,4,4217737
Oregon,2022-07-06,1841,14,4217737
Oregon,2022-07-07,1624,3,4217737
Oregon,2022-07-08,1944,12,4217737
Oregon,2022-07-09,0,0,4217737
Oregon,2022-07-10,0,0,4217737
Oregon,2022-07-11,3351,11,4217737
Oregon,2022-07-12,1842,11,4217737
Oregon,2022-07-13,1620,11,4217737
Oregon,2022-07-14,1111,13,4217737
Oregon,2022-07-15,2170,13,4217737
Oregon,2022-07-16,0,0,4217737
Oregon,2022-07-17,0,0,4217737
Oregon,2022-07-18,3010,34,4217737
Oregon,2022-07-19,1521,13,4217737
Oregon,2022-07-20,1421,24,4217737
Oregon,2022-07-21,1706,15,4217737
Oregon,2022-07-22,1351,26,4217737
Oregon,2022-07-23,0,0,4217737
Oregon,2022-07-24,0,0,4217737
Oregon,2022-07-25,2979,14,4217737
Oregon,2022-07-26,1361,7,4217737
Oregon,2022-07-27,1354,18,4217737
Oregon,2022-07-28,857,11,4217737
Oregon,2022-07-29,1452,29,4217737
Oregon,2022-07-30,0,0,4217737
Oregon,2022-07-31,0,0,4217737
Oregon,2022-08-01,2596,29,4217737
Oregon,2022-08-02,1131,30,4217737
Oregon,2022-08-03,2149,14,4217737
Oregon,2022-08-04,1195,18,4217737
Oregon,2022-08-05,1370,19,4217737
Oregon,2022-08-06,0,0,4217737
Oregon,2022-08-07,0,0,4217737
Oregon,2022-08-08,1938,8,4217737
Oregon,2022-08-09,1260,21,4217737
Oregon,2022-08-10,1051,12,4217737
Oregon,2022-08-11,1038,5,4217737
Oregon,2022-08-12,852,10,4217737
Oregon,2022-08-13,0,0,4217737
Oregon,2022-08-14,0,0,4217737
Oregon,2022-08-15,1828,25,4217737
Oregon,2022-08-16,1156,20,4217737
Oregon,2022-08-17,986,14,4217737
Oregon,2022-08-18,877,8,4217737
Oregon,2022-08-19,908,8,4217737
Oregon,2022-08-20,0,0,4217737
Oregon,2022-08-21,0,0,4217737
Oregon,2022-08-22,1597,12,4217737
Oregon,2022-08-23,864,9,4217737
Oregon,2022-08-24,806,5,4217737
Oregon,2022-08-25,740,5,4217737
Oregon,2022-08-26,712,10,4217737
Oregon,2022-08-27,0,0,4217737
Oregon,2022-08-28,0,0,4217737
Oregon,2022-08-29,1389,9,4217737
Oregon,2022-08-30,779,9,4217737
Oregon,2022-08-31,571,11,4217737
Oregon,2022-09-01,462,3,4217737
Oregon,2022-09-02,1030,12,4217737
Oregon,2022-09-03,0,0,4217737
Oregon,2022-09-04,0,0,4217737
Oregon,2022-09-05,0,0,4217737
Oregon,2022-09-06,1382,14,4217737
Oregon,2022-09-07,974,12,4217737
Oregon,2022-09-08,665,4,4217737
Oregon,2022-09-09,707,14,4217737
Oregon,2022-09-10,0,0,4217737
Oregon,2022-09-11,0,0,4217737
Oregon,2022-09-12,1179,8,4217737
Oregon,2022-09-13,750,2,4217737
Oregon,2022-09-14,666,11,4217737
Oregon,2022-09-15,0,0,4217737
Oregon,2022-09-16,0,0,4217737
Oregon,2022-09-17,0,0,4217737
Oregon,2022-09-18,0,0,4217737
Oregon,2022-09-19,0,0,4217737
Oregon,2022-09-20,0,0,4217737
Oregon,2022-09-21,4544,28,4217737
Oregon,2022-09-22,0,0,4217737
Oregon,2022-09-23,0,0,4217737
Oregon,2022-09-24,0,0,4217737
Oregon,2022-09-25,0,0,4217737
Oregon,2022-09-26,0,0,4217737
Oregon,2022-09-27,0,0,4217737
Oregon,2022-09-28,4269,41,4217737
Oregon,2022-09-29,0,0,4217737
Oregon,2022-09-30,0,0,4217737
Oregon,2022-10-01,0,0,4217737
Oregon,2022-10-02,0,0,4217737
Oregon,2022-10-03,0,0,4217737
Oregon,2022-10-04,0,0,4217737
Oregon,2022-10-05,4237,29,4217737
Oregon,2022-10-06,0,0,4217737
Oregon,2022-10-07,0,0,4217737
Oregon,2022-10-08,0,0,4217737
Oregon,2022-10-09,0,0,4217737
Oregon,2022-10-10,0,0,4217737
Oregon,2022-10-11,0,0,4217737
Oregon,2022-10-12,3306,32,4217737
Oregon,2022-10-13,0,0,4217737
Oregon,2022-10-14,0,0,4217737
Oregon,2022-10-15,0,0,4217737
Oregon,2022-10-16,0,0,4217737
Oregon,2022-10-17,0,0,4217737
Oregon,2022-10-18,0,0,4217737
Oregon,2022-10-19,3563,23,4217737
Oregon,2022-10-20,0,0,4217737
Oregon,2022-10-21,0,0,4217737
Oregon,2022-10-22,0,0,4217737
Oregon,2022-10-23,0,0,4217737
Oregon,2022-10-24,0,0,4217737
Oregon,2022-10-25,0,0,4217737
Oregon,2022-10-26,2306,35,4217737
Oregon,2022-10-27,0,0,4217737
Oregon,2022-10-28,0,0,4217737
Oregon,2022-10-29,0,0,4217737
Oregon,2022-10-30,0,0,4217737
Oregon,2022-10-31,0,0,4217737
Oregon,2022-11-01,0,0,4217737
Pennsylvania,2020-03-16,13,0,12801989
Pennsylvania,2020-03-17,20,0,12801989
Pennsylvania,2020-03-18,38,1,12801989
Pennsylvania,2020-03-19,48,0,12801989
Pennsylvania,2020-03-20,82,0,12801989
Pennsylvania,2020-03-21,119,1,12801989
Pennsylvania,2020-03-22,116,1,12801989
Pennsylvania,2020-03-23,140,3,12801989
Pennsylvania,2020-03-24,207,2,12801989
Pennsylvania,2020-03-25,300,4,12801989
Pennsylvania,2020-03-26,539,4,12801989
Pennsylvania,2020-03-27,527,7,12801989
Pennsylvania,2020-03-28,598,12,12801989
Pennsylvania,2020-03-29,626,5,12801989
Pennsylvania,2020-03-30,715,8,12801989
Pennsylvania,2020-03-31,841,24,12801989
Pennsylvania,2020-04-01,808,6,12801989
Pennsylvania,2020-04-02,1216,13,12801989
Pennsylvania,2020-04-03,1399,11,12801989
Pennsylvania,2020-04-04,1690,38,12801989
Pennsylvania,2020-04-05,1480,19,12801989
Pennsylvania,2020-04-06,1485,11,12801989
Pennsylvania,2020-04-07,1507,71,12801989
Pennsylvania,2020-04-08,1832,72,12801989
Pennsylvania,2020-04-09,1965,31,12801989
Pennsylvania,2020-04-10,1749,91,12801989
Pennsylvania,2020-04-11,1646,80,12801989
Pennsylvania,2020-04-12,1181,10,12801989
Pennsylvania,2020-04-13,1340,38,12801989
Pennsylvania,2020-04-14,1296,183,12801989
Pennsylvania,2020-04-15,1213,87,12801989
Pennsylvania,2020-04-16,1510,107,12801989
Pennsylvania,2020-04-17,1807,87,12801989
Pennsylvania,2020-04-18,1621,123,12801989
Pennsylvania,2020-04-19,1250,135,12801989
Pennsylvania,2020-04-20,1013,81,12801989
Pennsylvania,2020-04-21,1379,254,12801989
Pennsylvania,2020-04-22,1379,100,12801989
Pennsylvania,2020-04-23,1571,3,12801989
Pennsylvania,2020-04-24,1964,63,12801989
Pennsylvania,2020-04-25,1328,56,12801989
Pennsylvania,2020-04-26,1083,29,12801989
Pennsylvania,2020-04-27,1019,75,12801989
Pennsylvania,2020-04-28,1595,146,12801989
Pennsylvania,2020-04-29,868,300,12801989
Pennsylvania,2020-04-30,2033,188,12801989
Pennsylvania,2020-05-01,1540,91,12801989
Pennsylvania,2020-05-02,1307,123,12801989
Pennsylvania,2020-05-03,1008,49,12801989
Pennsylvania,2020-05-04,913,37,12801989
Pennsylvania,2020-05-05,975,326,12801989
Pennsylvania,2020-05-06,1022,154,12801989
Pennsylvania,2020-05-07,1160,239,12801989
Pennsylvania,2020-05-08,1352,125,12801989
Pennsylvania,2020-05-09,1160,69,12801989
Pennsylvania,2020-05-10,1376,26,12801989
Pennsylvania,2020-05-11,520,27,12801989
Pennsylvania,2020-05-12,850,78,12801989
Pennsylvania,2020-05-13,787,180,12801989
Pennsylvania,2020-05-14,964,194,12801989
Pennsylvania,2020-05-15,1020,134,12801989
Pennsylvania,2020-05-16,1050,58,12801989
Pennsylvania,2020-05-17,517,14,12801989
Pennsylvania,2020-05-18,931,56,12801989
Pennsylvania,2020-05-19,728,115,12801989
Pennsylvania,2020-05-20,747,119,12801989
Pennsylvania,2020-05-21,1101,93,12801989
Pennsylvania,2020-05-22,1053,145,12801989
Pennsylvania,2020-05-23,797,89,12801989
Pennsylvania,2020-05-24,554,24,12801989
Pennsylvania,2020-05-25,700,14,12801989
Pennsylvania,2020-05-26,517,16,12801989
Pennsylvania,2020-05-27,773,115,12801989
Pennsylvania,2020-05-28,666,107,12801989
Pennsylvania,2020-05-29,761,70,12801989
Pennsylvania,2020-05-30,716,70,12801989
Pennsylvania,2020-05-31,429,18,12801989
Pennsylvania,2020-06-01,516,19,12801989
Pennsylvania,2020-06-02,581,96,12801989
Pennsylvania,2020-06-03,556,72,12801989
Pennsylvania,2020-06-04,557,120,12801989
Pennsylvania,2020-06-05,480,90,12801989
Pennsylvania,2020-06-06,599,34,12801989
Pennsylvania,2020-06-07,494,11,12801989
Pennsylvania,2020-06-08,431,10,12801989
Pennsylvania,2020-06-09,532,63,12801989
Pennsylvania,2020-06-10,446,73,12801989
Pennsylvania,2020-06-11,534,44,12801989
Pennsylvania,2020-06-12,634,42,12801989
Pennsylvania,2020-06-13,410,35,12801989
Pennsylvania,2020-06-14,313,11,12801989
Pennsylvania,2020-06-15,386,32,12801989
Pennsylvania,2020-06-16,390,30,12801989
Pennsylvania,2020-06-17,310,39,12801989
Pennsylvania,2020-06-18,393,41,12801989
Pennsylvania,2020-06-19,508,29,12801989
Pennsylvania,2020-06-20,390,21,12801989
Pennsylvania,2020-06-21,346,5,12801989
Pennsylvania,2020-06-22,642,3,12801989
